event_time,user_id,session_id,page_url,referrer_url,action,product_id,price,user_agent
2025-08-28 12:21:48,u01650,s007763,/thankyou,https://www.facebook.com/,purchase,sku00405,77.95,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 14:03:08,u02219,s007820,/home,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 15:49:46,u01785,s006835,/home,,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 14:18:39,u03204,s000199,/home,https://www.google.com/search?q=tienda+online,add_to_cart,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 15:24:03,u01214,s008771,/category/sports?utm=seo&q=944,https://partner-blog.com/review,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 09:10:35,u01141,s007019,/category/electronics,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 18:58:29,u00423,s006671,/checkout,,purchase,sku00079,106.02,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 11:16:52,u02572,s018916,/product?utm=email&q=221,https://www.instagram.com/ads/xyz,view,sku00255,101.04,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 14:42:45,u01284,s018567,/cart,,add_to_cart,sku00491,335.23,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 12:29:54,u00392,s026890,/category/fashion?utm=email&q=210,https://partner-blog.com/review,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 18:13:10,u03392,s015286,/thankyou,https://www.instagram.com/ads/xyz,checkout,sku00325,68.46,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 15:21:54,u01417,s029932,/search?utm=seo&q=660,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 13:44:55,u00652,s027474,/category/sports?utm=seo&q=465,https://partner-blog.com/review,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 10:17:36,u04622,s006913,/thankyou,https://www.google.com/search?q=tienda+online,purchase,sku00022,358.33,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 15:04:16,u04506,s008259,/category/home,,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 12:23:04,u04812,s001685,/checkout,https://partner-blog.com/review,purchase,sku00159,76.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 14:47:49,u01499,s024540,/checkout,https://www.facebook.com/,purchase,sku00222,64.86,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 12:02:06,u01572,s019244,/home,https://partner-blog.com/review,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-29 14:40:45,u01173,s003825,/search?utm=email&q=129,https://www.facebook.com/,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 14:21:44,u01311,s012182,/category/sports?utm=ads&q=855,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 13:25:05,u03597,s014421,/category/sports,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 12:37:54,u01321,s009200,/home,https://www.instagram.com/ads/xyz,add_to_cart,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 12:50:42,u02459,s013595,/category/electronics,,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 14:52:42,u02899,s014650,/search?utm=ads&q=375,https://www.facebook.com/,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 10:37:39,u01027,s013925,/category/fashion,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 15:32:57,u01517,s011839,/cart,https://partner-blog.com/review,checkout,sku00115,260.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 16:33:45,u04790,s004725,/home,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 16:56:03,u04968,s022051,/cart,https://www.google.com/search?q=tienda+online,purchase,sku00253,276.29,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 18:30:11,u00067,s001686,/cart,https://newsletter.mitienda.cl/campana,checkout,sku00431,59.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 10:15:05,u04386,s008493,/category/fashion?utm=ads&q=945,https://www.facebook.com/,add_to_cart,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-28 11:28:03,u03305,s008182,/category/electronics,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-28 10:39:28,u03250,s024137,/checkout,https://www.facebook.com/,checkout,sku00099,136.05,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 13:18:24,u04530,s016580,/category/home?utm=email&q=957,https://www.facebook.com/,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-29 09:43:57,u03312,s022492,/category/electronics,https://www.facebook.com/,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 09:01:35,u01496,s027044,/home,,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 14:41:40,u00383,s005772,/thankyou,https://www.google.com/search?q=tienda+online,purchase,sku00157,155.09,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 14:11:47,u04919,s009066,/checkout,https://newsletter.mitienda.cl/campana,purchase,sku00499,191.44,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 15:14:35,u04862,s009833,/category/electronics?utm=ads&q=825,https://www.google.com/search?q=tienda+online,add_to_cart,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 15:10:25,u03800,s020375,/search,,add_to_cart,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 11:23:09,u02929,s024911,/thankyou,https://www.google.com/search?q=tienda+online,checkout,sku00466,305.58,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 10:17:47,u01167,s016767,/search?utm=seo&q=569,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 10:58:26,u04787,s006895,/product?utm=ads&q=826,https://www.facebook.com/,view,sku00464,29.18,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 15:09:27,u00198,s006915,/category/fashion?utm=email&q=107,,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 11:21:20,u04954,s024143,/category/fashion,https://www.facebook.com/,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 11:13:32,u02101,s028019,/category/electronics?utm=email&q=57,https://www.facebook.com/,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 12:08:57,u04438,s023082,/cart,https://www.instagram.com/ads/xyz,checkout,sku00206,304.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 12:03:25,u04417,s024085,/product?utm=email&q=66,https://newsletter.mitienda.cl/campana,add_to_cart,sku00009,237.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 11:15:07,u02447,s005898,/category/sports?utm=seo&q=129,https://partner-blog.com/review,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 13:25:23,u01116,s011476,/cart,https://www.facebook.com/,checkout,sku00043,245.75,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 10:23:26,u00021,s007651,/search,https://partner-blog.com/review,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 09:39:13,u02989,s013812,/category/sports?utm=seo&q=489,,add_to_cart,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 17:20:22,u00701,s018608,/category/electronics,https://www.google.com/search?q=tienda+online,checkout,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-28 18:39:39,u04956,s004673,/cart,,view,sku00059,402.42,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 12:02:30,u03423,s020908,/home,https://www.facebook.com/,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 18:12:34,u01513,s005778,/search,,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 10:57:48,u01773,s007446,/thankyou,https://newsletter.mitienda.cl/campana,purchase,sku00220,87.38,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 14:16:39,u04867,s009883,/home,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 11:56:17,u03901,s015117,/cart,https://www.google.com/search?q=tienda+online,view,sku00166,366.02,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 14:19:35,u03771,s004061,/category/sports?utm=seo&q=897,https://www.instagram.com/ads/xyz,add_to_cart,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 13:05:47,u04584,s023228,/category/fashion,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 11:37:33,u04017,s010475,/category/electronics,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 10:17:48,u01328,s000528,/home,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 16:11:34,u01410,s001443,/home,https://partner-blog.com/review,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 09:42:56,u01919,s020892,/category/sports?utm=seo&q=176,,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 17:41:07,u01039,s016856,/category/electronics?utm=ads&q=167,https://www.facebook.com/,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 11:06:20,u02135,s029458,/cart,https://partner-blog.com/review,checkout,sku00481,157.04,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 15:00:34,u04526,s013603,/home,https://www.instagram.com/ads/xyz,add_to_cart,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-29 15:07:48,u00728,s006405,/product?utm=seo&q=461,https://www.google.com/search?q=tienda+online,view,sku00278,225.18,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 14:59:31,u02717,s009735,/home,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 10:57:19,u01743,s012819,/thankyou,https://www.instagram.com/ads/xyz,purchase,sku00129,197.85,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 13:21:53,u04043,s021966,/thankyou,https://www.google.com/search?q=tienda+online,checkout,sku00138,167.96,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 10:22:12,u00123,s028645,/category/home?utm=seo&q=30,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 09:33:27,u01057,s006682,/category/fashion,,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-29 09:35:02,u00335,s009250,/checkout,https://partner-blog.com/review,checkout,sku00425,118.0,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 14:00:05,u03434,s021170,/thankyou,https://www.google.com/search?q=tienda+online,purchase,sku00434,29.02,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 15:42:42,u04352,s026031,/category/electronics?utm=ads&q=328,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 17:16:34,u04781,s029801,/product?utm=seo&q=966,https://newsletter.mitienda.cl/campana,checkout,sku00167,299.46,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 11:53:58,u02278,s024502,/checkout,https://newsletter.mitienda.cl/campana,add_to_cart,sku00394,447.26,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 10:01:03,u00459,s019771,/checkout,,checkout,sku00044,299.01,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 12:30:00,u02101,s022690,/thankyou,https://www.instagram.com/ads/xyz,purchase,sku00256,33.41,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 12:25:44,u03340,s003802,/category/fashion?utm=email&q=690,https://www.google.com/search?q=tienda+online,checkout,,,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 14:21:04,u00706,s022838,/category/fashion?utm=email&q=619,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 10:05:44,u03604,s020352,/thankyou,https://www.google.com/search?q=tienda+online,checkout,sku00453,440.56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 16:22:09,u01217,s024991,/cart,,purchase,sku00154,343.7,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 14:15:32,u04446,s024231,/checkout,https://newsletter.mitienda.cl/campana,checkout,sku00143,269.16,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 17:32:15,u02817,s017526,/category/sports,https://partner-blog.com/review,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-29 17:12:21,u04726,s006693,/cart,https://www.instagram.com/ads/xyz,checkout,sku00190,9.45,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 17:49:04,u00055,s003703,/category/sports,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-27 13:03:00,u04238,s010722,/home,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 12:36:56,u02668,s017734,/category/sports?utm=email&q=734,,add_to_cart,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 14:03:16,u01296,s022952,/thankyou,,purchase,sku00017,322.83,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 15:56:18,u03608,s011145,/home,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 09:10:41,u04325,s026661,/thankyou,https://newsletter.mitienda.cl/campana,purchase,sku00245,260.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 18:27:35,u03053,s016140,/product,https://partner-blog.com/review,view,sku00306,340.04,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 09:21:45,u04323,s018505,/product,,view,sku00144,42.65,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 09:34:13,u00707,s022935,/search?utm=email&q=176,,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 14:05:16,u02295,s006916,/category/fashion?utm=ads&q=386,,add_to_cart,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-29 11:03:47,u04861,s006056,/thankyou,,purchase,sku00218,316.71,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 13:29:55,u02446,s019343,/category/home?utm=ads&q=633,https://partner-blog.com/review,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 11:11:19,u02225,s008961,/thankyou,https://www.facebook.com/,purchase,sku00365,218.74,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 10:18:31,u02240,s009385,/category/fashion,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-29 15:49:34,u02780,s002706,/category/home,https://www.facebook.com/,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 18:30:51,u02775,s004569,/home,https://newsletter.mitienda.cl/campana,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-28 18:38:39,u03975,s011819,/cart,https://partner-blog.com/review,add_to_cart,sku00323,204.35,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-28 09:16:20,u00936,s018284,/category/electronics?utm=ads&q=651,https://www.google.com/search?q=tienda+online,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 12:49:34,u00007,s019595,/category/fashion?utm=seo&q=443,,view,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-29 09:10:46,u04245,s014348,/thankyou,https://www.facebook.com/,purchase,sku00427,444.95,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 16:24:07,u02055,s017899,/category/sports,https://partner-blog.com/review,view,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 09:47:27,u01872,s014167,/product,https://partner-blog.com/review,view,sku00220,48.36,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-27 10:52:14,u03466,s020115,/cart,https://www.google.com/search?q=tienda+online,purchase,sku00133,85.53,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 18:38:02,u02498,s013664,/cart,https://www.instagram.com/ads/xyz,add_to_cart,sku00242,222.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-28 11:53:04,u04463,s018873,/category/home?utm=seo&q=672,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-29 09:03:33,u03563,s021842,/product?utm=email&q=2,https://newsletter.mitienda.cl/campana,purchase,sku00216,404.8,Mozilla/5.0 (Linux; Android 13; Pixel 5) Mobile Chrome/120.0
2025-08-29 15:01:14,u01885,s019413,/category/fashion?utm=seo&q=884,https://www.instagram.com/ads/xyz,add_to_cart,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 17:48:53,u04946,s011552,/cart,https://www.instagram.com/ads/xyz,view,sku00216,336.54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-27 18:03:46,u04861,s000594,/thankyou,https://www.google.com/search?q=tienda+online,purchase,sku00138,422.78,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 11:01:36,u03277,s023911,/checkout,https://www.facebook.com/,purchase,sku00082,494.37,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-28 12:33:33,u04676,s016377,/product?utm=ads&q=921,https://www.google.com/search?q=tienda+online,checkout,sku00092,232.61,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-27 16:56:59,u04449,s016227,/category/electronics,https://www.instagram.com/ads/xyz,view,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
2025-08-29 13:41:26,u01885,s007883,/cart,https://www.google.com/search?q=tienda+online,checkout,sku00041,214.86,Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) Mobile/15E148
2025-08-27 14:08:33,u03696,s015210,/category/home?utm=email&q=172,https://partner-blog.com/review,add_to_cart,,,Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) Mobile/15E148
2025-08-29 16:08:33,u01831,s016344,/thankyou,,purchase,sku00016,463.69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
2025-08-29 13:07:35,u03224,s029464,/thankyou,,checkout,sku00486,208.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/119.0
